image_name,category_id,split,image_path,label
img/Cable_Knit_Turtleneck_Sweater/img_00000066.jpg,16,test,data/raw/deepfashion/img/Cable_Knit_Turtleneck_Sweater/img_00000066.jpg,dress
img/Abstract_Print_Workout_Leggings/img_00000031.jpg,30,test,data/raw/deepfashion/img/Abstract_Print_Workout_Leggings/img_00000031.jpg,dress
img/Seamless_Athletic_Capri_Leggings/img_00000013.jpg,30,test,data/raw/deepfashion/img/Seamless_Athletic_Capri_Leggings/img_00000013.jpg,dress
img/Oversized_Floral_Print_Sweatshorts/img_00000017.jpg,35,test,data/raw/deepfashion/img/Oversized_Floral_Print_Sweatshorts/img_00000017.jpg,dress
img/Classic_Pencil_Skirt/img_00000079.jpg,33,test,data/raw/deepfashion/img/Classic_Pencil_Skirt/img_00000079.jpg,dress
img/Side_Pocket_Capri_Leggings/img_00000033.jpg,30,test,data/raw/deepfashion/img/Side_Pocket_Capri_Leggings/img_00000033.jpg,dress
img/Live_to_Love_Heathered_Sweatpants/img_00000023.jpg,34,test,data/raw/deepfashion/img/Live_to_Love_Heathered_Sweatpants/img_00000023.jpg,dress
img/Faux_Leather-Paneled_Sweatpants/img_00000020.jpg,34,test,data/raw/deepfashion/img/Faux_Leather-Paneled_Sweatpants/img_00000020.jpg,dress
img/Classic_Hooded_Duffle_Coat/img_00000043.jpg,39,test,data/raw/deepfashion/img/Classic_Hooded_Duffle_Coat/img_00000043.jpg,dress
img/Yoga_Capri_Leggings/img_00000018.jpg,30,test,data/raw/deepfashion/img/Yoga_Capri_Leggings/img_00000018.jpg,dress
img/Ombre_Denim_Shorts/img_00000067.jpg,32,test,data/raw/deepfashion/img/Ombre_Denim_Shorts/img_00000067.jpg,dress
img/Semi-Sheer_Striped_Sweater/img_00000030.jpg,16,test,data/raw/deepfashion/img/Semi-Sheer_Striped_Sweater/img_00000030.jpg,dress
img/Heathered_Woven_Running_Shorts/img_00000016.jpg,32,test,data/raw/deepfashion/img/Heathered_Woven_Running_Shorts/img_00000016.jpg,dress
img/Mesh-Paneled_Workout_Shorts/img_00000006.jpg,32,test,data/raw/deepfashion/img/Mesh-Paneled_Workout_Shorts/img_00000006.jpg,dress
img/Trouble_Sweater/img_00000064.jpg,16,test,data/raw/deepfashion/img/Trouble_Sweater/img_00000064.jpg,dress
img/Herringbone_Denim_Coat/img_00000008.jpg,39,test,data/raw/deepfashion/img/Herringbone_Denim_Coat/img_00000008.jpg,dress
img/Pardon_Marled_Sweater/img_00000005.jpg,16,test,data/raw/deepfashion/img/Pardon_Marled_Sweater/img_00000005.jpg,dress
img/Rolled-Edge_Sweater/img_00000044.jpg,16,test,data/raw/deepfashion/img/Rolled-Edge_Sweater/img_00000044.jpg,dress
img/Scalloped_Crochet_Skirt/img_00000040.jpg,33,test,data/raw/deepfashion/img/Scalloped_Crochet_Skirt/img_00000040.jpg,dress
img/Tribal_Print_Drawstring_Joggers/img_00000040.jpg,29,test,data/raw/deepfashion/img/Tribal_Print_Drawstring_Joggers/img_00000040.jpg,dress
img/Colorblocked_Scoop_Neck_Sweater/img_00000007.jpg,16,test,data/raw/deepfashion/img/Colorblocked_Scoop_Neck_Sweater/img_00000007.jpg,dress
img/Brushstroke_Print_Sweatpants/img_00000002.jpg,34,test,data/raw/deepfashion/img/Brushstroke_Print_Sweatpants/img_00000002.jpg,dress
img/Classic_Slouchy_Sweater/img_00000007.jpg,16,test,data/raw/deepfashion/img/Classic_Slouchy_Sweater/img_00000007.jpg,dress
img/Paisley_Pattern_Pencil_Skirt/img_00000066.jpg,33,test,data/raw/deepfashion/img/Paisley_Pattern_Pencil_Skirt/img_00000066.jpg,dress
img/Pintucked_Mini_Skirt/img_00000013.jpg,33,test,data/raw/deepfashion/img/Pintucked_Mini_Skirt/img_00000013.jpg,dress
img/Woven_Cargo_Joggers/img_00000020.jpg,29,test,data/raw/deepfashion/img/Woven_Cargo_Joggers/img_00000020.jpg,dress
img/Classic_Double-Breasted_Trench_Coat/img_00000029.jpg,39,test,data/raw/deepfashion/img/Classic_Double-Breasted_Trench_Coat/img_00000029.jpg,dress
img/Acid_Wash_Denim_Joggers/img_00000047.jpg,29,test,data/raw/deepfashion/img/Acid_Wash_Denim_Joggers/img_00000047.jpg,dress
img/Striped_Sweater/img_00000048.jpg,16,test,data/raw/deepfashion/img/Striped_Sweater/img_00000048.jpg,dress
img/Southwestern_Pattern_Sweater/img_00000019.jpg,16,test,data/raw/deepfashion/img/Southwestern_Pattern_Sweater/img_00000019.jpg,dress
img/Fuzzy_Eyelash_Knit_Sweater/img_00000008.jpg,16,test,data/raw/deepfashion/img/Fuzzy_Eyelash_Knit_Sweater/img_00000008.jpg,dress
img/Heathered_Drawstring_Sweatpants/img_00000003.jpg,34,test,data/raw/deepfashion/img/Heathered_Drawstring_Sweatpants/img_00000003.jpg,dress
img/Tasseled-Hem_Floral_Shorts/img_00000008.jpg,32,test,data/raw/deepfashion/img/Tasseled-Hem_Floral_Shorts/img_00000008.jpg,dress
img/High-Waisted_Rose_Print_Shorts/img_00000041.jpg,32,test,data/raw/deepfashion/img/High-Waisted_Rose_Print_Shorts/img_00000041.jpg,dress
img/Striped_Seersucker_Shorts/img_00000010.jpg,32,test,data/raw/deepfashion/img/Striped_Seersucker_Shorts/img_00000010.jpg,dress
img/Grid_Print_Zippered_Skirt/img_00000009.jpg,33,test,data/raw/deepfashion/img/Grid_Print_Zippered_Skirt/img_00000009.jpg,dress
img/Leopard_Print_Skater_Skirt/img_00000055.jpg,33,test,data/raw/deepfashion/img/Leopard_Print_Skater_Skirt/img_00000055.jpg,dress
img/Butterfly_Print_Scuba_Knit_Skirt/img_00000036.jpg,33,test,data/raw/deepfashion/img/Butterfly_Print_Scuba_Knit_Skirt/img_00000036.jpg,dress
img/Daisy-Embroidered_Denim_Shorts/img_00000035.jpg,32,test,data/raw/deepfashion/img/Daisy-Embroidered_Denim_Shorts/img_00000035.jpg,dress
img/Faux_Leather_Drawstring_Joggers/img_00000007.jpg,29,test,data/raw/deepfashion/img/Faux_Leather_Drawstring_Joggers/img_00000007.jpg,dress
img/Striped_A-Line_Skirt/img_00000062.jpg,33,test,data/raw/deepfashion/img/Striped_A-Line_Skirt/img_00000062.jpg,dress
img/Butterfly_Print_Scuba_Knit_Skirt/img_00000019.jpg,33,test,data/raw/deepfashion/img/Butterfly_Print_Scuba_Knit_Skirt/img_00000019.jpg,dress
img/Abstract_Print_Pleated_Skirt/img_00000014.jpg,33,test,data/raw/deepfashion/img/Abstract_Print_Pleated_Skirt/img_00000014.jpg,dress
img/Medium_Wash_Distressed_Denim_Shorts/img_00000006.jpg,32,test,data/raw/deepfashion/img/Medium_Wash_Distressed_Denim_Shorts/img_00000006.jpg,dress
img/Marled_Drawstring_Joggers/img_00000027.jpg,29,test,data/raw/deepfashion/img/Marled_Drawstring_Joggers/img_00000027.jpg,dress
img/Rose_Print_Mini_Skirt/img_00000015.jpg,33,test,data/raw/deepfashion/img/Rose_Print_Mini_Skirt/img_00000015.jpg,dress
img/Perfomance_Leggings/img_00000056.jpg,30,test,data/raw/deepfashion/img/Perfomance_Leggings/img_00000056.jpg,dress
img/Metallic_Knit_Shorts/img_00000032.jpg,32,test,data/raw/deepfashion/img/Metallic_Knit_Shorts/img_00000032.jpg,dress
img/Giraffe_Print_Sweatshorts/img_00000003.jpg,35,test,data/raw/deepfashion/img/Giraffe_Print_Sweatshorts/img_00000003.jpg,dress
img/Open-Front_Coat/img_00000057.jpg,39,test,data/raw/deepfashion/img/Open-Front_Coat/img_00000057.jpg,dress
img/Fox_Parade_Sweater/img_00000023.jpg,16,test,data/raw/deepfashion/img/Fox_Parade_Sweater/img_00000023.jpg,dress
img/Faux_Leather_Midi_Pencil_Skirt/img_00000054.jpg,33,test,data/raw/deepfashion/img/Faux_Leather_Midi_Pencil_Skirt/img_00000054.jpg,dress
img/Watercolor_Paneled_Sweater/img_00000010.jpg,16,test,data/raw/deepfashion/img/Watercolor_Paneled_Sweater/img_00000010.jpg,dress
img/Watercolor_Floral_Print_Shorts/img_00000031.jpg,32,test,data/raw/deepfashion/img/Watercolor_Floral_Print_Shorts/img_00000031.jpg,dress
img/Space_Dye_Waist_Running_Shorts/img_00000019.jpg,32,test,data/raw/deepfashion/img/Space_Dye_Waist_Running_Shorts/img_00000019.jpg,dress
img/Mandala_Print_Skirt/img_00000026.jpg,33,test,data/raw/deepfashion/img/Mandala_Print_Skirt/img_00000026.jpg,dress
img/Eyelet_Lace_Bodycon_Skirt/img_00000032.jpg,33,test,data/raw/deepfashion/img/Eyelet_Lace_Bodycon_Skirt/img_00000032.jpg,dress
img/Tribal_Print_Joggers/img_00000045.jpg,29,test,data/raw/deepfashion/img/Tribal_Print_Joggers/img_00000045.jpg,dress
img/Classic_Toggle_Coat/img_00000025.jpg,39,test,data/raw/deepfashion/img/Classic_Toggle_Coat/img_00000025.jpg,dress
img/French_Terry_Sweatshorts/img_00000021.jpg,35,test,data/raw/deepfashion/img/French_Terry_Sweatshorts/img_00000021.jpg,dress
img/French_Terry_Shorts/img_00000028.jpg,32,test,data/raw/deepfashion/img/French_Terry_Shorts/img_00000028.jpg,dress
img/Internet_Graphic_Sweater/img_00000017.jpg,16,test,data/raw/deepfashion/img/Internet_Graphic_Sweater/img_00000017.jpg,dress
img/Favorite_Scuba-Knit_Skirt/img_00000027.jpg,33,test,data/raw/deepfashion/img/Favorite_Scuba-Knit_Skirt/img_00000027.jpg,dress
img/Chunky_Knit_Sweater/img_00000027.jpg,16,test,data/raw/deepfashion/img/Chunky_Knit_Sweater/img_00000027.jpg,dress
img/Soft_Knit_Leggings/img_00000007.jpg,30,test,data/raw/deepfashion/img/Soft_Knit_Leggings/img_00000007.jpg,dress
img/Pleated_Chiffon_Skirt/img_00000082.jpg,33,test,data/raw/deepfashion/img/Pleated_Chiffon_Skirt/img_00000082.jpg,dress
img/Linen_Chambray_Shorts/img_00000012.jpg,32,test,data/raw/deepfashion/img/Linen_Chambray_Shorts/img_00000012.jpg,dress
img/Woven_Pencil_Skirt/img_00000034.jpg,33,test,data/raw/deepfashion/img/Woven_Pencil_Skirt/img_00000034.jpg,dress
img/Pleated_Paisley_Print_Skirt/img_00000006.jpg,33,test,data/raw/deepfashion/img/Pleated_Paisley_Print_Skirt/img_00000006.jpg,dress
img/Double-Breasted_Trench_Coat/img_00000075.jpg,39,test,data/raw/deepfashion/img/Double-Breasted_Trench_Coat/img_00000075.jpg,dress
img/Colorblocked_Yoga_Shorts/img_00000005.jpg,32,test,data/raw/deepfashion/img/Colorblocked_Yoga_Shorts/img_00000005.jpg,dress
img/Marled_Knit_Boxy_Sweater/img_00000008.jpg,16,test,data/raw/deepfashion/img/Marled_Knit_Boxy_Sweater/img_00000008.jpg,dress
img/Tropical_Floral_Leggings/img_00000032.jpg,30,test,data/raw/deepfashion/img/Tropical_Floral_Leggings/img_00000032.jpg,dress
img/Abstract_Print_French_Terry_Shorts/img_00000023.jpg,32,test,data/raw/deepfashion/img/Abstract_Print_French_Terry_Shorts/img_00000023.jpg,dress
img/High_Intensity_Running_Leggings/img_00000012.jpg,30,test,data/raw/deepfashion/img/High_Intensity_Running_Leggings/img_00000012.jpg,dress
img/Striped_V-Neck_Sweater/img_00000028.jpg,16,test,data/raw/deepfashion/img/Striped_V-Neck_Sweater/img_00000028.jpg,dress
img/Draped_Shawl_Collar_Coat/img_00000008.jpg,39,test,data/raw/deepfashion/img/Draped_Shawl_Collar_Coat/img_00000008.jpg,dress
img/Fair_Isle_Crew_Neck_Sweater/img_00000075.jpg,16,test,data/raw/deepfashion/img/Fair_Isle_Crew_Neck_Sweater/img_00000075.jpg,dress
img/Paneled_Camo_Joggers/img_00000034.jpg,29,test,data/raw/deepfashion/img/Paneled_Camo_Joggers/img_00000034.jpg,dress
img/Drop-Sleeve_V-Neck_Sweater/img_00000029.jpg,16,test,data/raw/deepfashion/img/Drop-Sleeve_V-Neck_Sweater/img_00000029.jpg,dress
img/Crepe_Pencil_Skirt/img_00000001.jpg,33,test,data/raw/deepfashion/img/Crepe_Pencil_Skirt/img_00000001.jpg,dress
img/Nautical_Striped_Sweater/img_00000011.jpg,16,test,data/raw/deepfashion/img/Nautical_Striped_Sweater/img_00000011.jpg,dress
img/Diamond_Print_Shorts/img_00000049.jpg,32,test,data/raw/deepfashion/img/Diamond_Print_Shorts/img_00000049.jpg,dress
img/Colorblocked_Raglan_Sweater/img_00000030.jpg,16,test,data/raw/deepfashion/img/Colorblocked_Raglan_Sweater/img_00000030.jpg,dress
img/Floral_Print_Leggings/img_00000013.jpg,30,test,data/raw/deepfashion/img/Floral_Print_Leggings/img_00000013.jpg,dress
img/Marled_Tuxedo-Stripe_Joggers/img_00000036.jpg,29,test,data/raw/deepfashion/img/Marled_Tuxedo-Stripe_Joggers/img_00000036.jpg,dress
img/Faux_Leather_Trimmed_Utility_Coat/img_00000007.jpg,39,test,data/raw/deepfashion/img/Faux_Leather_Trimmed_Utility_Coat/img_00000007.jpg,dress
img/Floral_Print_Crochet_Hem_Shorts/img_00000019.jpg,32,test,data/raw/deepfashion/img/Floral_Print_Crochet_Hem_Shorts/img_00000019.jpg,dress
img/Classic_Knit_Sweater/img_00000004.jpg,16,test,data/raw/deepfashion/img/Classic_Knit_Sweater/img_00000004.jpg,dress
img/Classic_Cuffed_Shorts/img_00000041.jpg,32,test,data/raw/deepfashion/img/Classic_Cuffed_Shorts/img_00000041.jpg,dress
img/Abstract_Brushstroke_Sweater/img_00000038.jpg,16,test,data/raw/deepfashion/img/Abstract_Brushstroke_Sweater/img_00000038.jpg,dress
img/Cozy_Cropped_Sweater/img_00000045.jpg,16,test,data/raw/deepfashion/img/Cozy_Cropped_Sweater/img_00000045.jpg,dress
img/Faux_Leather_Midi_Pencil_Skirt/img_00000073.jpg,33,test,data/raw/deepfashion/img/Faux_Leather_Midi_Pencil_Skirt/img_00000073.jpg,dress
img/Polka_Dot_Knit_Pencil_Skirt/img_00000010.jpg,33,test,data/raw/deepfashion/img/Polka_Dot_Knit_Pencil_Skirt/img_00000010.jpg,dress
img/Pleated_Bermuda_Shorts/img_00000028.jpg,32,test,data/raw/deepfashion/img/Pleated_Bermuda_Shorts/img_00000028.jpg,dress
img/Heathered_Stripe-Waist_Capri_Leggings/img_00000033.jpg,30,test,data/raw/deepfashion/img/Heathered_Stripe-Waist_Capri_Leggings/img_00000033.jpg,dress
img/Striped_Waist_Leggings/img_00000020.jpg,30,test,data/raw/deepfashion/img/Striped_Waist_Leggings/img_00000020.jpg,dress
img/Heathered_Cities_Graphic_Sweater/img_00000016.jpg,16,test,data/raw/deepfashion/img/Heathered_Cities_Graphic_Sweater/img_00000016.jpg,dress
img/Open-Knit_Poncho_Sweater/img_00000021.jpg,16,test,data/raw/deepfashion/img/Open-Knit_Poncho_Sweater/img_00000021.jpg,dress
img/Contrast_Drawstring_Denim_Shorts/img_00000025.jpg,32,test,data/raw/deepfashion/img/Contrast_Drawstring_Denim_Shorts/img_00000025.jpg,dress
img/Oil_Slick_Workout_Leggings/img_00000016.jpg,30,test,data/raw/deepfashion/img/Oil_Slick_Workout_Leggings/img_00000016.jpg,dress
img/Contrast-Front_Knit_Sweater/img_00000008.jpg,16,test,data/raw/deepfashion/img/Contrast-Front_Knit_Sweater/img_00000008.jpg,dress
img/Ornate_Paisley_Maxi_Skirt/img_00000021.jpg,33,test,data/raw/deepfashion/img/Ornate_Paisley_Maxi_Skirt/img_00000021.jpg,dress
img/Textured_Geo_Skater_Skirt/img_00000004.jpg,33,test,data/raw/deepfashion/img/Textured_Geo_Skater_Skirt/img_00000004.jpg,dress
img/Yoga_Capri_Leggings/img_00000054.jpg,30,test,data/raw/deepfashion/img/Yoga_Capri_Leggings/img_00000054.jpg,dress
img/Acid_Washed_Denim_Skater_Skirt/img_00000055.jpg,33,test,data/raw/deepfashion/img/Acid_Washed_Denim_Skater_Skirt/img_00000055.jpg,dress
img/Ditsy_Floral_Skater_Skirt/img_00000020.jpg,33,test,data/raw/deepfashion/img/Ditsy_Floral_Skater_Skirt/img_00000020.jpg,dress
img/Rhinestone_Beaded_Fuzzy_Sweater/img_00000026.jpg,16,test,data/raw/deepfashion/img/Rhinestone_Beaded_Fuzzy_Sweater/img_00000026.jpg,dress
img/Bohemian_Floral_Mini_Skirt/img_00000018.jpg,33,test,data/raw/deepfashion/img/Bohemian_Floral_Mini_Skirt/img_00000018.jpg,dress
img/Classic_Oxford_Shorts/img_00000030.jpg,32,test,data/raw/deepfashion/img/Classic_Oxford_Shorts/img_00000030.jpg,dress
img/Giraffe_Print_Shorts/img_00000009.jpg,32,test,data/raw/deepfashion/img/Giraffe_Print_Shorts/img_00000009.jpg,dress
img/Floral_Print_PJ_Shorts/img_00000015.jpg,32,test,data/raw/deepfashion/img/Floral_Print_PJ_Shorts/img_00000015.jpg,dress
img/Easy_Chino_Shorts/img_00000009.jpg,32,test,data/raw/deepfashion/img/Easy_Chino_Shorts/img_00000009.jpg,dress
img/Buttoned_Polka_Dot_Maxi_Skirt/img_00000031.jpg,33,test,data/raw/deepfashion/img/Buttoned_Polka_Dot_Maxi_Skirt/img_00000031.jpg,dress
img/Tile_Print_Drawstring_Caftan/img_00000045.jpg,37,test,data/raw/deepfashion/img/Tile_Print_Drawstring_Caftan/img_00000045.jpg,dress
img/Rose_Print_Drawstring_Shorts/img_00000025.jpg,32,test,data/raw/deepfashion/img/Rose_Print_Drawstring_Shorts/img_00000025.jpg,dress
img/Clear_Cut_High-Waisted_Shorts/img_00000007.jpg,32,test,data/raw/deepfashion/img/Clear_Cut_High-Waisted_Shorts/img_00000007.jpg,dress
img/Baroque_Print_Drawstring_Shorts/img_00000037.jpg,32,test,data/raw/deepfashion/img/Baroque_Print_Drawstring_Shorts/img_00000037.jpg,dress
img/Woven_Trench_Coat/img_00000020.jpg,39,test,data/raw/deepfashion/img/Woven_Trench_Coat/img_00000020.jpg,dress
img/Stretch-Knit_A-Line_Skirt/img_00000010.jpg,33,test,data/raw/deepfashion/img/Stretch-Knit_A-Line_Skirt/img_00000010.jpg,dress
img/Cargo_Joggers/img_00000016.jpg,29,test,data/raw/deepfashion/img/Cargo_Joggers/img_00000016.jpg,dress
img/Organza_Overlay_Sweater/img_00000042.jpg,16,test,data/raw/deepfashion/img/Organza_Overlay_Sweater/img_00000042.jpg,dress
img/Heathered_Mesh-Paneled_Leggings/img_00000022.jpg,30,test,data/raw/deepfashion/img/Heathered_Mesh-Paneled_Leggings/img_00000022.jpg,dress
img/Piqu&eacute;_Knit_Sweatpants/img_00000022.jpg,34,test,data/raw/deepfashion/img/Piqu&eacute;_Knit_Sweatpants/img_00000022.jpg,dress
img/Cable_Knit_Mock-Neck_Sweater/img_00000062.jpg,16,test,data/raw/deepfashion/img/Cable_Knit_Mock-Neck_Sweater/img_00000062.jpg,dress
img/Textured_Stripe_Cowl_Neck_Sweater/img_00000010.jpg,16,test,data/raw/deepfashion/img/Textured_Stripe_Cowl_Neck_Sweater/img_00000010.jpg,dress
img/Textured_Flat-Front_Shorts/img_00000012.jpg,32,test,data/raw/deepfashion/img/Textured_Flat-Front_Shorts/img_00000012.jpg,dress
img/Pleated_Floral_Plaid_Skirt/img_00000025.jpg,33,test,data/raw/deepfashion/img/Pleated_Floral_Plaid_Skirt/img_00000025.jpg,dress
img/Classic_Cuffed_Shorts/img_00000013.jpg,32,test,data/raw/deepfashion/img/Classic_Cuffed_Shorts/img_00000013.jpg,dress
img/Side-Slit_Knit_Sweater/img_00000048.jpg,16,test,data/raw/deepfashion/img/Side-Slit_Knit_Sweater/img_00000048.jpg,dress
img/Abstract_Print_Performance_Shorts/img_00000019.jpg,32,test,data/raw/deepfashion/img/Abstract_Print_Performance_Shorts/img_00000019.jpg,dress
img/Ombre_Denim_Shorts/img_00000054.jpg,32,test,data/raw/deepfashion/img/Ombre_Denim_Shorts/img_00000054.jpg,dress
img/Ruffled_Trim_Sweater/img_00000033.jpg,16,test,data/raw/deepfashion/img/Ruffled_Trim_Sweater/img_00000033.jpg,dress
img/Rhinestone_Beaded_Sweater/img_00000010.jpg,16,test,data/raw/deepfashion/img/Rhinestone_Beaded_Sweater/img_00000010.jpg,dress
img/Pleated_Maxi_Skirt/img_00000012.jpg,33,test,data/raw/deepfashion/img/Pleated_Maxi_Skirt/img_00000012.jpg,dress
img/Bleached_Denim_Joggers/img_00000053.jpg,29,test,data/raw/deepfashion/img/Bleached_Denim_Joggers/img_00000053.jpg,dress
img/Marled_Knit_Sweatpants/img_00000046.jpg,34,test,data/raw/deepfashion/img/Marled_Knit_Sweatpants/img_00000046.jpg,dress
img/Water_Print_Sarong/img_00000030.jpg,31,test,data/raw/deepfashion/img/Water_Print_Sarong/img_00000030.jpg,dress
img/Cloud_Wash_Denim_Shorts/img_00000023.jpg,32,test,data/raw/deepfashion/img/Cloud_Wash_Denim_Shorts/img_00000023.jpg,dress
img/Dip-Dye_Sweater/img_00000028.jpg,16,test,data/raw/deepfashion/img/Dip-Dye_Sweater/img_00000028.jpg,dress
img/Polka_Dot_Denim_Shorts/img_00000043.jpg,32,test,data/raw/deepfashion/img/Polka_Dot_Denim_Shorts/img_00000043.jpg,dress
